"paper_id","forward_backward","screener_initials","include_exclude","inconclusive_note","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_BC_CA_OR_WA","exclude_t4_not_in_temperate_enpacific","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","screening_notes","extension_confidence_criteria","NA"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Hespererato vitellina","","Appleseed Erato Snail","species","","Shell Beach, CA","38.41743","-123.10728",38.41743,"Paper","-123.10728","Paper","2016","February","6",NA,"Bodega Marine Reserve, CA","Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Thylacodes squamigerus","","Scaled Tube Snail","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper","-123.07411","Paper","2001","","",NA,"Bodega Marine Reserve, CA","Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Thylacodes squamigerus","","Scaled Tube Snail","species","","Salt Point State Park, CA","38.565245","-123.33385",38.565245,"Paper","-123.33385","Paper","2017","February","25",NA,"Bodega Marine Reserve, CA","Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Creseis virgula","Bé and Gilmer 1977","Curved Needle Pteropod","species","","Point Conception, CA","34.448789","-120.47157",34.448789,"Paper","-120.47157","Paper","1950","April","",NA,"off Central California","","","Long-term monitoring site","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Creseis virgula","Bé and Gilmer 1977","Curved Needle Pteropod","species","","Bodega Line Station 4","38.194175","-123.4",38.194175,"Paper","-123.4","Paper","2014","November","4",NA,"off Central California","","","Long-term monitoring site","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Hyalocylis striata","Tesch 1946, Tesch 1948, McGowan 1967, Bé and Gilmer 1977","Striated Sea Butterfly","species","","Bodega Line Station 4","38.194175","-123.4",38.194175,"Paper","-123.4","Paper","2014","November","4",NA,"Baja California, Mexico","","32 km offshore from BLM sample","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Berthella strongi","","Strong's Sidegill","species","","MacKerricher State Park, CA","39.536724","-123.772568",39.536724,"Paper","-123.772568","Paper","2016","July","4",NA,"Moss Beach, CA","Bertsch et al. 1972","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Anteaeolidiella oliviae","","Olive's Nudibranch","species","","Fort Bragg, CA","39.4513","-123.8139",39.4513,"Paper","-123.8139","Paper","2015","February","16",NA,"Duxbury Reef, CA","Gosliner and Williams 1970","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Whiskey Creek, OR","42.2227","-124.383",42.2227,"Paper","-124.383","Paper","2017","May","",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Whiskey Creek, OR","42.2227","-124.383",42.2227,"Paper","-124.383","Paper","2016","July","8",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper","-123.07411","Paper","2014","July","15",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Doriopsilla albopunctata","","White-spotted Sea Goddess","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper","-123.07411","Paper","2015","February","16",NA,"Mendocino, CA","Goddard et al. 2016","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Doriopsilla fulva","","White-spotted Dorid","species","","Whiskey Creek, OR","42.2227","-124.383",42.2227,"Paper","-124.383","Paper","2015","June","",NA,"Abalone Beach, CA","Jaeckle 1984","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Doriopsilla fulva","","White-spotted Dorid","species","","Netarts Bay, OR","45.42947","-123.94776",45.42947,"Paper","-123.94776","Paper","2016","June","",NA,"Abalone Beach, CA","Jaeckle 1984","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Doriopsilla fulva","","White-spotted Dorid","species","","Netarts Bay, OR","45.42947","-123.94776",45.42947,"Paper","-123.94776","Paper","2017","June","",NA,"Abalone Beach, CA","Jaeckle 1984","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Janolus barbarensis","","Janolus Nudibranch","species","","Bodega Harbor, CA","38.322295","-123.04954",38.322295,"Paper","-123.04954","Paper","2015","September","11",NA,"San Francisco Bay, CA","Goddard et al. 2016; Jaeckle 1983","Morro Bay or SFB for historical","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Okenia angelensis","","Los Angeles Okenia","species","","San Francisco Bay, CA","37.84328","-122.39656",37.84328,"Paper","-122.39656","Paper","1964","September","",NA,"southern species","Lance 1966","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Okenia angelensis","","Los Angeles Okenia","species","","Pillar Point Harbor, CA","37.501618","-122.483152",37.501618,"Paper","-122.483152","Paper","2015","July","",NA,"southern species","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Okenia angelensis","","Los Angeles Okenia","species","","Miwok Beach, CA","38.36147","-123.069915",38.36147,"Paper","-123.069915","Paper","2017","May","4",NA,"southern species","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Phidiana hiltoni","","Hilton's Nudibranch","species","","Dillon Beach, CA","38.2542","-122.969385",38.2542,"Paper","-122.969385","Paper","2014","April","9",NA,"Duxbury Reef, CA","Goddard et al. 2011","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Phidiana hiltoni","","Hilton's Nudibranch","species","","Pinnacle Gulch, CA","38.305185","-123.077205",38.305185,"Paper","-123.077205","Paper","2015","November","25",NA,"Duxbury Reef, CA","Goddard et al. 2011","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","San Francisco Bay, CA","37.84328","-122.39656",37.84328,"Paper","-122.39656","Paper","1940","March","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Bodega Harbor, CA","38.322295","-123.04954",38.322295,"Paper","-123.04954","Paper","2001","","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","larvae","Point Delgada, CA","40.021645","-124.069105",40.021645,"Paper","-124.069105","Paper","2005","","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","larvae","Point Delgada, CA","40.021645","-124.069105",40.021645,"Paper","-124.069105","Paper","2014","","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Duxbury Reef, CA","37.901315","-122.720366",37.901315,"Paper","-122.720366","Paper","2011","September","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","I think this is just a persisting population from 2011 missing the sighting from 2012. 2014 Marks the onset of new larvae.",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Duxbury Reef, CA","37.901315","-122.720366",37.901315,"Paper","-122.720366","Paper","2013","September","",NA,"Point Conception, CA","Ricketts and Calvin 1968","I think this one is just missing a sighting in 2012 and 2014 was a new burst of larvae that was the onset of a new extension","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper","-121.945835","Paper","2015","April","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Oyster Point Marina, San Francisco Bay, CA","37.66241","-122.37481",37.66241,"Paper","-122.37481","Paper","2016","August","",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Horseshoe Cove, CA","38.316795","-123.06941",38.316795,"Paper","-123.06941","Paper","2017","September","19",NA,"Point Conception, CA","Ricketts and Calvin 1968","recorded as sfb but was pc","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Petrolisthes manimaculis","","Chocolate Porcelain Crab","species","","Fort Ross State Park","38.5127","-123.24772",38.5127,"Paper","-123.24772","Paper","2006","","27",NA,"Trinidad, CA","Jensen 1995, Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Petrolisthes manimaculis","","Chocolate Porcelain Crab","species","","Point St. George, CA","41.770605","-124.253885",41.770605,"Paper","-124.253885","Paper","2017","May","27",NA,"Trinidad, CA","Jensen 1995, Morris et al. 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Portunus xantusii","","Xantus' Swimming Crab","species","","Tomales Bay, CA","38.213","-122.955465",38.213,"Paper","-122.955465","Paper","1999","","",NA,"Santa Barbara, CA","Morris et al. 1980; Jensen 2014","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Portunus xantusii","","Xantus' Swimming Crab","species","","Tomales Bay, CA","38.213","-122.955465",38.213,"Paper","-122.955465","Paper","2016","November","22",NA,"Morro Bay, CA","Jensen 2014","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper","-121.945835","Paper","1960","","",NA,"Baja California, Mexico","Boyd 1967","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper","-121.945835","Paper","1973","","",NA,"Baja California, Mexico","Boyd 1967","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Farallon Islands, CA","37.698795","-123.00325",37.698795,"Paper","-123.00325","Paper","1983","","",NA,"Baja California, Mexico","Boyd 1967","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Fort Bragg, CA","39.4513","-123.8139",39.4513,"Paper","-123.8139","Paper","1985","","",NA,"Baja California, Mexico","Boyd 1967","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper","-121.945835","Paper","1998","","",NA,"Baja California, Mexico","Boyd 1967","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper","-121.945835","Paper","2015","October","",NA,"Baja California, Mexico","Boyd 1967","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper","-121.945835","Paper","2016","May","",NA,"Baja California, Mexico","Boyd 1967","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Agate Beach, OR","44.65821","-124.06085",44.65821,"Paper","-124.06085","Paper","2017","March","1",NA,"Fort Bragg, CA","","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Humboldt Bay, CA","40.76099","-124.2343",40.76099,"Paper","-124.2343","Paper","1939","","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","northern range limit Humboldt Bay published by Zullo  1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Cordell Bank, CA","38.03306","-123.444035",38.03306,"Paper","-123.444035","Paper","1981","","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","northern range limit Humboldt Bay published by Zullo  1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Horseshoe Cove, CA","38.316795","-123.06941",38.316795,"Paper","-123.06941","Paper","1996","","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","northern range limit Humboldt Bay published by Zullo  1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Tomales Point, CA","38.240895","-122.99475",38.240895,"Paper","-122.99475","Paper","2009","April","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","northern range limit Humboldt Bay published by Zullo  1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Bodega Marine Laboratory, CA","38.31180556","-123.083028",38.31180556,"Paper","-123.083028","Paper","2006","September","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","northern range limit Humboldt Bay published by Zullo  1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Humbug State Park, OR","42.683253","-124.449214",42.683253,"Paper","-124.449214","Paper","2015","June","5",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","northern range limit Humboldt Bay published by Zullo  1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Paraconcavus pacificus","","Red-striped Barnacle","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper","-123.07265","Paper","2016","February","",NA,"San Francisco Bay, CA","Newman and Abbott 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Paraconcavus pacificus","","Red-striped Barnacle","species","","MacKerricher State Park, CA","39.536724","-123.772568",39.536724,"Paper","-123.772568","Paper","2017","November","12",NA,"San Francisco Bay, CA","Newman and Abbott 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Paraconcavus pacificus","","Red-striped Barnacle","species","","Dillon Beach, CA","38.2542","-122.969385",38.2542,"Paper","-122.969385","Paper","2019","February","",NA,"San Francisco Bay, CA","Newman and Abbott 1980","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Farallon Islands, CA","37.698795","-123.00325",37.698795,"Paper","-123.00325","Paper","1962","","",NA,"San Mateo County, CA","Morris et al. 1980","perhaps moved to cordell bay, ca","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Cordell Bank, CA","38.03306","-123.444035",38.03306,"Paper","-123.444035","Paper","1979","","",NA,"San Mateo County, CA","Morris et al. 1980","perhaps moved to cordell bay, ca","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","San Francisco Bay, CA","37.84328","-122.39656",37.84328,"Paper","-122.39656","Paper","2002","April","",NA,"San Mateo County, CA","Morris et al. 1980","perhaps moved to cordell bay, ca","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Pinnacle Gulch, CA","38.305185","-123.077205",38.305185,"Paper","-123.077205","Paper","2014","November","8",NA,"San Mateo County, CA","Morris et al. 1980","perhaps moved to cordell bay, ca","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Patrick's Point State Park, CA","41.13197","-124.16403",41.13197,"Paper","-124.16403","Paper","2016","May","12",NA,"San Mateo County, CA","Morris et al. 1980","perhaps moved to cordell bay, ca","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Horseshoe Cove, CA","38.316795","-123.06941",38.316795,"Paper","-123.06941","Paper","2018","August","",NA,"San Mateo County, CA","Morris et al. 1980","perhaps moved to cordell bay, ca","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Lissothuria nutriens","","Scarlet Sea Cucumber","species","","Bodega Head","38.305175","-123.05303",38.305175,"Paper","-123.05303","Paper","2010","July","",NA,"Bodega Marine Reserve, CA","Wootten 1949); Rutherford 1975","perhaps further south of Bodega is the typical range edge","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Lissothuria nutriens","","Scarlet Sea Cucumber","species","","Fort Ross Reef, CA","38.50203","-123.230115",38.50203,"Paper","-123.230115","Paper","2017","June","25",NA,"Bodega Marine Reserve, CA","Wootten 1949); Rutherford 1975","perhaps further south of Bodega is the typical range edge","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Pinnacle Gulch, CA","38.305185","-123.077205",38.305185,"Paper","-123.077205","Paper","1976","July","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Año Nuevo Cove, CA","37.11285","-122.32908",37.11285,"Paper","-122.32908","Paper","1971","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Año Nuevo Cove, CA","37.11285","-122.32908",37.11285,"Paper","-122.32908","Paper","1972","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Año Nuevo Cove, CA","37.11285","-122.32908",37.11285,"Paper","-122.32908","Paper","1973","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Pigeon Point, CA","37.18138","-122.39418",37.18138,"Paper","-122.39418","Paper","1997","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper","-123.07411","Paper","2017","December","30",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
377,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Nyctiphanes simplex","","","species","","Cape Flattery, WA","48deg20'","124deg55'",48.333,"Paper","-124.92","Paper","1983","September","15",NA,"N. Cal","Broduer 1986","","Long-term monitoring site","Include"
377,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","","California sea hare","species","","Yaquina Bay, OR","44deg36'","124deg04'",44.6,"Paper","-124.07","Paper","1983","October","14, 19",NA,"Humboldt Bay, CA","PEarcy et al. 1985","","Long-term monitoring site","Include"
378,"Backwards","JKS","Inconclusive","References papers with specifics (added to backward search), but discusses data too generally to code",NA,NA,NA,"",NA,"","","","","","","","","",NA,"","","","","","",NA,"","","","","Inconclusive"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps","","","2002","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps","","","2004","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps","","","2005","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps","","","2006","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation","Monterey Harbor, CA","","",36.61,"Google Maps","","","2011","April","28",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","adults","Monterey Harbor, CA","","",36.61,"Google Maps","","","2011","May; December","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps","","","2012","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps","","","2013","March-August","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps","","","2014","March-December","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
379,"Backwards","JKS","Include","",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps","","","2015","October","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","","Long-term monitoring site","Include"
