"paper_id","forward_backward","include_exclude","exclude_t0_calcofi_report","exclude_t1_not_marine_species","exclude_t2_outdated_pre1900","exclude_t3_not_poleward","exclude_t3_not_in_BC_CA_OR_WA","exclude_t4_not_in_temperate_enpacific","latin_name","species_reference","common_name","taxonomic_rank","life_stage_verbatim","observation_location_verbatim","latitude_verbatim","longitude_verbatim","latitude","latitude_reference","longitude","longitude_reference","year","month","day","time","historical_north_range_verbatim_archived","historical_north_range_reference_archived","extension_confidence_criteria","NA."
376,"Backwards","Include",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper",-121.945835,"Paper","2015","April","",NA,"Point Conception, CA","Ricketts and Calvin 1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Oyster Point Marina, San Francisco Bay, CA","37.66241","-122.37481",37.66241,"Paper",-122.37481,"Paper","2016","August","",NA,"Point Conception, CA","Ricketts and Calvin 1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Panulirus interruptus","","Spiny Lobster","species","","Horseshoe Cove, CA","38.316795","-123.06941",38.316795,"Paper",-123.06941,"Paper","2017","September","19",NA,"Point Conception, CA","Ricketts and Calvin 1968","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Petrolisthes manimaculis","","Chocolate Porcelain Crab","species","","Fort Ross State Park","38.5127","-123.24772",38.5127,"Paper",-123.24772,"Paper","2006","","27",NA,"Trinidad, CA","Jensen 1995, Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Petrolisthes manimaculis","","Chocolate Porcelain Crab","species","","Point St. George, CA","41.770605","-124.253885",41.770605,"Paper",-124.253885,"Paper","2017","May","27",NA,"Trinidad, CA","Jensen 1995, Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Portunus xantusii","","Xantus' Swimming Crab","species","","Tomales Bay, CA","38.213","-122.955465",38.213,"Paper",-122.955465,"Paper","1999","","",NA,"Santa Barbara, CA","Morris et al. 1980; Jensen 2014","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Portunus xantusii","","Xantus' Swimming Crab","species","","Tomales Bay, CA","38.213","-122.955465",38.213,"Paper",-122.955465,"Paper","2016","November","22",NA,"Morro Bay, CA","Jensen 2014","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper",-121.945835,"Paper","1960","","",NA,"Baja California, Mexico","Boyd 1967","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper",-121.945835,"Paper","1973","","",NA,"Baja California, Mexico","Boyd 1967","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Farallon Islands, CA","37.698795","-123.00325",37.698795,"Paper",-123.00325,"Paper","1983","","",NA,"Baja California, Mexico","Boyd 1967","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Fort Bragg, CA","39.4513","-123.8139",39.4513,"Paper",-123.8139,"Paper","1985","","",NA,"Baja California, Mexico","Boyd 1967","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper",-121.945835,"Paper","1998","","",NA,"Baja California, Mexico","Boyd 1967","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper",-121.945835,"Paper","2015","October","",NA,"Baja California, Mexico","Boyd 1967","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Monterey Bay, CA","36.80405","-121.945835",36.80405,"Paper",-121.945835,"Paper","2016","May","",NA,"Baja California, Mexico","Boyd 1967","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pleuroncodes planipes","","Pelagic Red Crab","species","","Agate Beach, OR","44.65821","-124.06085",44.65821,"Paper",-124.06085,"Paper","2017","March","1",NA,"Fort Bragg, CA","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Humboldt Bay, CA","40.76099","-124.2343",40.76099,"Paper",-124.2343,"Paper","1939","","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Cordell Bank, CA","38.03306","-123.444035",38.03306,"Paper",-123.444035,"Paper","1981","","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Horseshoe Cove, CA","38.316795","-123.06941",38.316795,"Paper",-123.06941,"Paper","1996","","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Tomales Point, CA","38.240895","-122.99475",38.240895,"Paper",-122.99475,"Paper","2009","April","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Bodega Marine Laboratory, CA","38.31180556","-123.083028",38.31180556,"Paper",-123.083028,"Paper","2006","September","",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Megabalanus californicus","","Pink-striped Barnacle","species","","Humbug State Park, OR","42.683253","-124.449214",42.683253,"Paper",-124.449214,"Paper","2015","June","5",NA,"southern barnacle ""uncommon north of Monterey""","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Paraconcavus pacificus","","Red-striped Barnacle","species","","Salmon Creek Beach, CA","38.32486","-123.07265",38.32486,"Paper",-123.07265,"Paper","2016","February","",NA,"San Francisco Bay, CA","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Paraconcavus pacificus","","Red-striped Barnacle","species","","MacKerricher State Park, CA","39.536724","-123.772568",39.536724,"Paper",-123.772568,"Paper","2017","November","12",NA,"San Francisco Bay, CA","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Paraconcavus pacificus","","Red-striped Barnacle","species","","Dillon Beach, CA","38.2542","-122.969385",38.2542,"Paper",-122.969385,"Paper","2019","February","",NA,"San Francisco Bay, CA","Newman and Abbott 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Farallon Islands, CA","37.698795","-123.00325",37.698795,"Paper",-123.00325,"Paper","1962","","",NA,"San Mateo County, CA","Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Cordell Bank, CA","38.03306","-123.444035",38.03306,"Paper",-123.444035,"Paper","1979","","",NA,"San Mateo County, CA","Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","San Francisco Bay, CA","37.84328","-122.39656",37.84328,"Paper",-122.39656,"Paper","2002","April","",NA,"San Mateo County, CA","Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Pinnacle Gulch, CA","38.305185","-123.077205",38.305185,"Paper",-123.077205,"Paper","2014","November","8",NA,"San Mateo County, CA","Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Patrick's Point State Park, CA","41.13197","-124.16403",41.13197,"Paper",-124.16403,"Paper","2016","May","12",NA,"San Mateo County, CA","Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Ophiothrix spiculata","","Glass-spined Brittle Star","species","","Horseshoe Cove, CA","38.316795","-123.06941",38.316795,"Paper",-123.06941,"Paper","2018","August","",NA,"San Mateo County, CA","Morris et al. 1980","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Lissothuria nutriens","","Scarlet Sea Cucumber","species","","Bodega Head","38.305175","-123.05303",38.305175,"Paper",-123.05303,"Paper","2010","July","",NA,"Bodega Marine Reserve, CA","Wootten 1949); Rutherford 1975","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Lissothuria nutriens","","Scarlet Sea Cucumber","species","","Fort Ross Reef, CA","38.50203","-123.230115",38.50203,"Paper",-123.230115,"Paper","2017","June","25",NA,"Bodega Marine Reserve, CA","Wootten 1949); Rutherford 1975","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Pinnacle Gulch, CA","38.305185","-123.077205",38.305185,"Paper",-123.077205,"Paper","1976","July","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Año Nuevo Cove, CA","37.11285","-122.32908",37.11285,"Paper",-122.32908,"Paper","1971","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Año Nuevo Cove, CA","37.11285","-122.32908",37.11285,"Paper",-122.32908,"Paper","1972","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Año Nuevo Cove, CA","37.11285","-122.32908",37.11285,"Paper",-122.32908,"Paper","1973","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Pigeon Point, CA","37.18138","-122.39418",37.18138,"Paper",-122.39418,"Paper","1997","","",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
376,"Backwards","Include",NA,NA,NA,"",NA,"","Pachythyone rubra","","Red Sea Cucumber","species","","Bodega Marine Reserve, CA","38.31874","-123.07411",38.31874,"Paper",-123.07411,"Paper","2017","December","30",NA,"Los Angeles to Monterey Bay","Morris et al. 1980, Bergen 1996, Ekert 2007, Lambert 2007","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
377,"Backwards","Include",NA,NA,NA,"",NA,"","Nyctiphanes simplex","","","species","","Cape Flattery, WA","48deg20'","124deg55'",48.333,"Paper",-124.92,"Paper","1983","September","15",NA,"N. Cal","Broduer 1986","Long-term monitoring site","Include"
377,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","","California sea hare","species","","Yaquina Bay, OR","44deg36'","124deg04'",44.6,"Paper",-124.07,"Paper","1983","October","14, 19",NA,"Humboldt Bay, CA","PEarcy et al. 1985","Long-term monitoring site","Include"
378,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2002","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2004","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2005","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2006","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2011","April","28",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","adults","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2011","May; December","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2012","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2013","March-August","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2014","March-December","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2015","October","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2016","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2017","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","egg-laying aggregation; several young adults","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2018","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia vaccaria","Winkler, 1955","Black sea hare","species","","Range expansion 25 km northward to Elkhorn Slough, CA (36.809091°, -121.784234°).","36.809091°","-121.784234°",36.809091,"Paper",-121.784234,"Paper","2014","December","14",NA,"Monterey Bay, CA to Gulf of California, México","Behrens and Hermosillo 2005","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia vaccaria","Winkler, 1955","Black sea hare","species","","Range expansion 25 km northward to Elkhorn Slough, CA (36.809091°, -121.784234°).","36.809091°","-121.784234°",36.809091,"Paper",-121.784234,"Paper","2015","October","16",NA,"Monterey Bay, CA to Gulf of California, México","Behrens and Hermosillo 2005","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia vaccaria","Winkler, 1955","Black sea hare","species","","Range expansion 25 km northward to Elkhorn Slough, CA (36.809091°, -121.784234°).","36.809091°","-121.784234°",36.809091,"Paper",-121.784234,"Paper","2016","June","8",NA,"Monterey Bay, CA to Gulf of California, México","Behrens and Hermosillo 2005","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Arbacia stellata","Blainville, 1825","Starry urchin; black sea urchin","species","","Cannery Row, Monterey, CA","36.617498°","-121.897466",36.617498,"Paper",-121.897466,"Paper","2015","August","4",NA,"Northern Channel Islands, CA to Peru.","Engle and Richards 2001, Bertsch and Aguilar Rosas 2016","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Lovenia cordiformis","Agassiiz, 1872","Heart urchin or sea porcupine","species","","Range extension 378 km northward to Pacific Grove, CA (36.626393°, -121.905207°).","36.626393","-121.905207",36.626393,"Paper",-121.905207,"Paper","2016","June","29",NA,"Point Conception, CA to northern Peru","Bertsch and Aguilar Rosas 2016","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Malacoplax californiensis","Lockington, 1877","California burrowing crab","species","","Range expansion 212 km northward to Elkhorn Slough, CA (36.823946°, -121.739847°).","36.823946","-121.739847",36.823946,"Paper",-121.739847,"Paper","2016","October","28",NA,"Morro Bay, CA to Golfo Dulce, Costa Rica","Campos and de Campos 2012","Long-term monitoring site","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Lovers Cove, Pacific Grove (36.625496°, -121.913745°)","36.625496","-121.913745",36.625496,"Paper",-121.913745,"Paper","2018","March","8",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Carmel, CA","","",36.55,"Google Maps",-121.931713870236,"R generated","1941","","",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Square Black Rock, Big Sur","","",36.07,"Google Maps",-121.603979041694,"R generated","2010","September","9",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Spruce Creek, Big Sur","","",35.87,"Google Maps",-121.442978322071,"R generated","2011","October","17",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","pinnacle south of Yankee Point, Carmel (36.498474°, -121.945696°)","36.498474","-121.945696",36.498474,"Google Maps",-121.945696,"Google Maps","2011","October","19",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Triple Arches, Big Sur (36.465218°, -121.931978°)","36.465218","-121.931978",36.465218,"Google Maps",-121.931978,"Google Maps","2013","October","18",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Dolan Rock, Big Sur (36.078881°, -121.615151°)","36.078881","-121.615151",36.078881,"Google Maps",-121.615151,"Google Maps","2013","December","6",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Monastery downcoast (PISCO site) in Carmel Bay (36.524485°, -121.932952°)","36.524485","-121.932952",36.524485,"Google Maps",-121.932952,"Google Maps","2014","October","2",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Spirobranchs spinosus","Moore, 1923","Christmas tree worm","species","","Hopkins upcoast (PISCO site) in Monterey Bay (36.620486°, -121.901848°)","36.620486","-121.901848",36.620486,"Google Maps",-121.901848,"Google Maps","2018","June","26",NA,"Central CA to BC, México (Bertsch and Aguilar Rosas 2016).","","Opportunistic+ (e.g. iNaturalist observation in a frequently studied area)","Include"
379,"Backwards","Include",NA,NA,NA,"",NA,"","Uca princeps","Smith, 1870","Princely fiddler crab","species","","Range expansion 240 km northward to Bolsa Chica, Orange County, California, USA (33.70351, -118.046551)","33.70351","-118.046551",33.70351,"Google Maps",-118.046551,"Google Maps","2018","June","",NA,"Ensenada, BC, México to Zamurilla River, Peru","Campos and Campos 2012","Long-term monitoring site","Include"
380,"Backwards","Include",NA,NA,NA,"",NA,"","Aplysia californica","Cooper, 1863","California sea hare","species","","Monterey Harbor, CA","","",36.61,"Google Maps",-121.950300940542,"R generated","2001","","",NA,"Yaquina Bay, OR (Goddard et al. 2016) to El Salvador (Behrens and Hermosillo 2005).","","Long-term monitoring site","Include"
381,"Backwards","Exclude",NA,TRUE,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Exclude"
382,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
383,"Backwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","","","species","","from Oregon to BritishColumbia, and occurred in scientific samples as far north asthe Gulf of Alaska","59-60 degrees N","-146 to -144 degrees E",59,"Paper",-144,"Paper","2017","","",NA,"common only as far north as southern California, rarely seen North of the sate","","Long-term monitoring site","Include"
383,"Backwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","","","species","","Starting in June 2014, they occurred in pelagic trawl surveys in offshore waters of southern Oregon, moving progressively northward in the summer of 2015 and 2016, but still in waters off the shelf break. C","","",42.07,"Google Maps",-124.315492807567,"R generated","2016","","",NA,"common only as far north as southern California, rarely seen North of the sate","","Long-term monitoring site","Include"
383,"Backwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","","","species","","Starting in June 2014, they occurred in pelagic trawl surveys in offshore waters of southern Oregon, moving progressively northward in the summer of 2015 and 2016, but still in waters off the shelf break. C","","",42.07,"Google Maps",-124.315492807567,"R generated","2015","","",NA,"common only as far north as southern California, rarely seen North of the sate","","Long-term monitoring site","Include"
383,"Backwards","Include",NA,NA,NA,"",NA,"","Pyrosoma atlanticum","","","species","","Starting in June 2014, they occurred in pelagic trawl surveys in offshore waters of southern Oregon, moving progressively northward in the summer of 2015 and 2016, but still in waters off the shelf break. C","","",42.07,"Google Maps",-124.315492807567,"R generated","2014","June","",NA,"common only as far north as southern California, rarely seen North of the sate","","Long-term monitoring site","Include"
384,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","Pegea socia","","","species","","Southern California","","",NA,"",NA,"","1951-1976","","",NA,"","","","Inconclusive"
384,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","Cyclosalpa bakeri","","","species","","Southern California","","",NA,"",NA,"","1951-1976","","",NA,"","","","Inconclusive"
384,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","Cyclosalpa affinis","","","species","","Southern California","","",NA,"",NA,"","1951-1976","","",NA,"","","","Inconclusive"
384,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","Cyclosalpa bakeri","","","species","","Southern California","","",NA,"",NA,"","2001","","",NA,"","","","Inconclusive"
384,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","Cyclosalpa affinis","","","species","","Southern California","","",NA,"",NA,"","2001","","",NA,"","","","Inconclusive"
385,"Backwards","Inconclusive",NA,NA,NA,"",NA,"","","","","","","","","",NA,"",NA,"","","","",NA,"","","","Inconclusive"
